Name	Pfad	de	en	fr	it
help	/rdmo/question[103]/help[4]	"Daten oder Software können Urheber- oder anderen Schutzrechten unterliegen. Die Rechtslage kann selbst in der EU von Land zu Land erheblich abweichen. In Deutschland sind nach dem Urheberrechtsgesetz (UrhG) Werke der Literatur,
			Wissenschaft und Kunst, die eine „persönliche geistige Schöpfung“ darstellen, urheberrechtlich geschützt. Der urheberrechtliche Schutz erlischt 70 Jahre nach dem Tod der bzw. des Urheberin/s. Reine Daten, z.B. Messdaten oder Surveydaten, aber auch
			Metadaten (bis auf ggf. „beschreibende“ Metadaten) sind hingegen nicht schutzfähig. In § 2 nennt das UrhG folgende geschützte Werkarten, wobei die Aufzählung nicht abschließend ist: * Sprachwerke, wie Schriftwerke, Reden und Computerprogramme * Werke
			der Musik * pantomimische Werke einschließlich Werke der Tanzkunst * Werke der bildenden Künste einschließlich der Werke der Baukunst und der angewandten Kunst und Entwürfe solcher Werke * Lichtbildwerke einschließlich der Werke, die ähnlich wie
			Lichtbildwerke geschaffen werden * Darstellungen wissenschaftlicher oder technischer Art wie Zeichnungen, Pläne, Karten, Skizzen, Tabellen und plastische Darstellungen. Nach § 3 sind auch „Übersetzungen und andere Bearbeitungen“ von Werken geschützt,
			die persönliche geistige Schöpfungen des Bearbeiters sind“. Schließlich sind nach § 4 auch Sammelwerke und Datenbankwerke geschützt, was im Bereich Forschungsdaten durchaus relevant sein kann. Sammelbankwerke werden dabei definiert als „Sammlungen
			von Werken, Daten oder anderen unabhängigen Elementen, die aufgrund der Auswahl oder Anordnung der Elemente eine persönliche geistige Schöpfung sind“. Bei einem „Datenbankwerk im Sinne des Gesetzes“ handelt es sich um ein „Sammelwerk, dessen Elemente
			systematisch oder methodisch angeordnet und einzeln mit Hilfe elektronischer Mittel oder auf andere Weise zugänglich sind“. Weitere relevante Schutzrechte können gewerbliche Schutzrechte wie Patente, Gebrauchsmuster, Sortenschutz [bei
			Pflanzenzüchtungen], Halbleiterschutz, Marken, geographische Herkunftsangaben, eingetragene Designs oder geschäftliche Bezeichnungen sein."	"Data or software can be subject to intellectual or industrial property rights. Applicable laws differ broadly even within EU.
		"	Les données ou logiciels peuvent être soumis à des droits de propriété intellectuelle ou industrielle. Les lois applicables diffèrent largement, même au sein de l'UE.	
text	/rdmo/question[103]/text[4]	Werden Daten genutzt und/oder erstellt, die durch Urheber- oder verwandte Schutzrechte geschützt sind?	Does the project use and/or produce data that is protected by intellectual or industrial property rights?	Le projet utilise-t-il et/ou produit-il des données protégées par des droits de propriété intellectuelle ou industrielle?	Il progetto utilizza e/o produce dati coperti da diritti di proprietà intellettuale o industriale?
verbose_name	/rdmo/question[103]/verbose_name[4]				
verbose_name_plural	/rdmo/question[103]/verbose_name_plural[4]				
title	/rdmo/questionset[40]/title[4]	Urheber- oder verwandte Schutzrechte II	Intellectual property rights II	Droits de propriété intellectuelle II	Diritti di proprietà intellettuale II
help	/rdmo/questionset[40]/help[4]				
verbose_name	/rdmo/questionset[40]/verbose_name[4]	Datensatz	dataset	jeu de données	raccolta di dati
verbose_name_plural	/rdmo/questionset[40]/verbose_name_plural[4]	Datensätze	datasets	jeux de données	raccolte di dati
help	/rdmo/question[104]/help[4]				
text	/rdmo/question[104]/text[4]	Be- oder entstehen an diesem Datensatz Urheberrechte?	Does copyright law apply to this dataset?	La loi sur le droit d'auteur s'applique-t-elle à ce jeu de données?	È applicabile la legge sul diritto d'autore a questa raccolta di dati?
verbose_name	/rdmo/question[104]/verbose_name[4]				
verbose_name_plural	/rdmo/question[104]/verbose_name_plural[4]				
help	/rdmo/question[105]/help[4]				
text	/rdmo/question[105]/text[4]	Be- oder entstehen an diesem Datensatz andere Schutzrechte?	Do other intellectual property rights apply to this dataset?	D'autres droits de propriété intellectuelle s'appliquent-ils à ce jeu de données?	Sono applicabili altri diritti di proprietà intellettuale a questa raccolta di dati?
verbose_name	/rdmo/question[105]/verbose_name[4]				
verbose_name_plural	/rdmo/question[105]/verbose_name_plural[4]				
help	/rdmo/question[106]/help[4]				
text	/rdmo/question[106]/text[4]	Wurde der/die Rechteinhaber/in recherchiert?	Was investigated who the rights owner is?	A-t-on enquêté sur l'identité du titulaire des droits?	
verbose_name	/rdmo/question[106]/verbose_name[4]				
verbose_name_plural	/rdmo/question[106]/verbose_name_plural[4]				
title	/rdmo/questionset[41]/title[4]	Urheber- oder verwandte Schutzrechte Kosten	Intellectual property rights costs	Coûts des droits de propriété intellectuelle	Costi per i diritti di proprietà intellettuale
help	/rdmo/questionset[41]/help[4]				
verbose_name	/rdmo/questionset[41]/verbose_name[4]				
verbose_name_plural	/rdmo/questionset[41]/verbose_name_plural[4]				
help	/rdmo/question[107]/help[4]	Bitte schätzen sie den Aufwand in Personenmonaten.	Please estimate the effort in person months.	Veuillez estimer l'effort en mois-personne.	
text	/rdmo/question[107]/text[4]	Welcher Personalaufwand entsteht im Zusammenhang mit Urheber- oder verwandten Schutzrechten im Projekt?	What are the personnel costs associated with intellectual property rights in the project?	Quels sont les frais de personnel associés aux droits de propriété intellectuelle du projet?	
verbose_name	/rdmo/question[107]/verbose_name[4]				
verbose_name_plural	/rdmo/question[107]/verbose_name_plural[4]				
help	/rdmo/question[108]/help[4]	Bitte schätzen sie die Kosten in **Euro**.	Please estimate the costs in **Euro**.	Veuillez estimer les coûts en **Euro**.	Si prega di riportare i costi stimati in **euro**.
text	/rdmo/question[108]/text[4]	Welche Sachkosten entstehen im Zusammenhang mit Urheber- und verwandten Schutzrechten im Projekt?	What is the amount of non-personnel-costs regarding intellectual property rights in the project?	Quel est le montant des dépenses non liées au personnel concernant les droits de propriété intellectuelle du projet?	
verbose_name	/rdmo/question[108]/verbose_name[4]				
verbose_name_plural	/rdmo/question[108]/verbose_name_plural[4]				
title	/rdmo/section[7]/title[4]	Speicherung und Langzeitarchivierung	Storage and long-term preservation	Stockage et conservation à long terme	Salvataggio e archiviazione a lungo termine
help	/rdmo/questionset[42]/help[4]				
title	/rdmo/questionset[42]/title[4]	Auswahl	Selection	Sélection	Selezione
verbose_name	/rdmo/questionset[42]/verbose_name[4]				
verbose_name_plural	/rdmo/questionset[42]/verbose_name_plural[4]				
help	/rdmo/question[109]/help[4]	Beispiele: die Daten sind Grundlage einer Publikation, für Nachnutzung, rechtliche oder vertragliche Auflagen, Dokumentation (gesellschaftlich oder politisch relevant)	Examples: data are a basis for a publication, for re-use, legal or contractual conditions, documentation (socially or politically relevant)		
text	/rdmo/question[109]/text[4]	Auf Basis welcher Kriterien / Regeln werden die Daten zur Archivierung (nach Projektende) ausgesucht?	What are the criteria / rules for the selection of the data to be archived (after the end of the project)?	Quels sont les critères/règles de sélection des données à archiver (après la fin du projet)?	
verbose_name	/rdmo/question[109]/verbose_name[4]				
verbose_name_plural	/rdmo/question[109]/verbose_name_plural[4]				
help	/rdmo/question[110]/help[4]				
text	/rdmo/question[110]/text[4]	Durch wen erfolgt die Auswahl?	Who selects the data to be archived?	Qui sélectionne les données à archiver?	Chi seleziona i dati che devono essere archiviati?
verbose_name	/rdmo/question[110]/verbose_name[4]				
verbose_name_plural	/rdmo/question[110]/verbose_name_plural[4]				
help	/rdmo/questionset[43]/help[4]				
title	/rdmo/questionset[43]/title[4]	Langzeitarchivierung	Long-term preservation	Conservation à long terme	Archiviazione a lungo termine
verbose_name	/rdmo/questionset[43]/verbose_name[4]	Datensatz	dataset	jeu de données	raccolta di dati
verbose_name_plural	/rdmo/questionset[43]/verbose_name_plural[4]	Datensätze	datasets	jeux de données	raccolte di dati
help	/rdmo/question[111]/help[4]				
text	/rdmo/question[111]/text[4]	Muss dieser Datensatz langfristig aufbewahrt werden?	Does this dataset have to preserved for the long-term?	Ce jeu de données doit-il être conservé à long terme?	Questa raccolta di dati dev'essere conservata sul lungo periodo?
verbose_name	/rdmo/question[111]/verbose_name[4]				
verbose_name_plural	/rdmo/question[111]/verbose_name_plural[4]				
help	/rdmo/question[112]/help[4]				
text	/rdmo/question[112]/text[4]	Aus welchen Gründen müssen die Daten langfristig aufbewahrt werden?	What are the reasons this dataset has to be preserved for the long-term?	Quelles sont les raisons pour lesquelles ce jeu de données doit être préservé à long terme?	Per quali motivi questa raccolta di dati dev'essere conservata sul lungo periodo?
verbose_name	/rdmo/question[112]/verbose_name[4]				
verbose_name_plural	/rdmo/question[112]/verbose_name_plural[4]				
help	/rdmo/question[113]/help[4]				
text	/rdmo/question[113]/text[4]	Wie lange müssen die Daten aufbewahrt werden?	How long will the data be stored?	Combien de temps les données seront-elles stockées?	Per quanto tempo verranno conservati i dati?
verbose_name	/rdmo/question[113]/verbose_name[4]				
verbose_name_plural	/rdmo/question[113]/verbose_name_plural[4]				
help	/rdmo/question[114]/help[4]				
text	/rdmo/question[114]/text[4]	Wie lang sollen die Daten nach Projektende (nach)nutzbar sein?	How long is it intended that the data remains re-usable?	Combien de temps faut-il que les données restent réutilisables ?	Per quanto tempo devono rimanere utilizzabili i dati dopo la fine del progetto?
verbose_name	/rdmo/question[114]/verbose_name[4]				
verbose_name_plural	/rdmo/question[114]/verbose_name_plural[4]				
help	/rdmo/question[115]/help[4]				
text	/rdmo/question[115]/text[4]	Wo werden die Daten (einschließlich Metadaten, Dokumentation und ggf. relevantem Code bzw. relevanter Software) nach Projektende gespeichert bzw. archiviert?	Where will the data (including metadata, documentation and, if applicable, relevant code) be stored or archived after the end of the project?	Où les données (y compris les métadonnées, la documentation et, le cas échéant, le code pertinent) seront-elles stockées ou archivées après la fin du projet?	Dove vengono immagazzinati o archiviati i dati (compresi i metadati, la documentazione e il relativo codice software, se pertinente) dopo la fine del progetto?
verbose_name	/rdmo/question[115]/verbose_name[4]				
verbose_name_plural	/rdmo/question[115]/verbose_name_plural[4]				
help	/rdmo/question[116]/help[4]	Wurde der Datensatz an mehreren Orten archiviert, kann die Frage bejaht werden, wenn dies auf mindestens eine der Optionen zutrifft.	If the dataset is archived at several places, you may answer this question with yes, if this applies to at least one of these.		
text	/rdmo/question[116]/text[4]	Handelt es sich dabei um ein zertifiziertes Repositorium oder Datenzentrum (z.B. durch das Data Seal of Approval, nestor-Siegel oder ISO 16363)?	Is the repository or data centre chosen certified (e.g. Data Seal of Approval, nestor Seal or ISO 16363)? (If the dataset is archived at several places, you may answer this question with yes, if this applies to at least one of these.)	Le référentiel ou le centre de données choisi est-il certifié (par exemple, Data Seal of Approval, nestor Seal ou ISO 16363)? (Si le jeu de données est archivé à plusieurs endroits, vous pouvez répondre à cette question par oui, si cela s'applique à au moins l'un d'entre eux.)	Il repositorio o centro di calcolo possiede una certificazione (per esempio Data Seal of Approval, certificazione Nestor o ISO 16363)?
verbose_name	/rdmo/question[116]/verbose_name[4]				
verbose_name_plural	/rdmo/question[116]/verbose_name_plural[4]				
help	/rdmo/question[117]/help[4]		(original question from Horizon 2020 FAIR Data Management Plan)		
text	/rdmo/question[117]/text[4]	Wurde mit dem Repositorium oder Datenzentrum bereits angemessene Archivierungslösungen besprochen?	Have you explored appropriate arrangements with the identified repository?	Avez-vous exploré les dispositions appropriées avec le référentiel identifié?	Sono già stati presi accordi con il repositorio scelto?
verbose_name	/rdmo/question[117]/verbose_name[4]				
verbose_name_plural	/rdmo/question[117]/verbose_name_plural[4]				
help	/rdmo/question[118]/help[4]				
text	/rdmo/question[118]/text[4]	Sollen die Daten erst nach Ablauf einer Sperrfrist zugänglich gemacht werden?	Shall there be an embargo period before the data are made available?	Y aura-t-il une période d'embargo avant la mise à disposition des données?	È previsto un periodo di embargo prima di rendere accessibili i dati?
verbose_name	/rdmo/question[118]/verbose_name[4]				
verbose_name_plural	/rdmo/question[118]/verbose_name_plural[4]				
help	/rdmo/question[119]/help[4]				
text	/rdmo/question[119]/text[4]	Wie wird die Identität von Personen, die auf die Daten zugreifen, verifiziert?	How will the identity of the person accessing the data will be ascertained?	Comment l'identité de la personne accédant aux données sera-t-elle vérifiée?	In che modo è possibile verificare l'identità degli utenti che accedono ai dati?
verbose_name	/rdmo/question[119]/verbose_name[4]				
verbose_name_plural	/rdmo/question[119]/verbose_name_plural[4]				
help	/rdmo/question[120]/help[4]				
text	/rdmo/question[120]/text[4]	Wann werden die Daten archiviert?	By when will the data be archived?	D'ici quand les données seront-elles archivées?	Quando verranno archiviati i dati?
verbose_name	/rdmo/question[120]/verbose_name[4]				
verbose_name_plural	/rdmo/question[120]/verbose_name_plural[4]				
help	/rdmo/questionset[44]/help[4]				
title	/rdmo/questionset[44]/title[4]	Langzeitarchivierungskosten	Long-term preservation costs	Coûts de conservation à long terme	Costi per l'archiviazione a lungo termine
verbose_name	/rdmo/questionset[44]/verbose_name[4]				
verbose_name_plural	/rdmo/questionset[44]/verbose_name_plural[4]				
help	/rdmo/question[121]/help[4]	Bitte schätzen sie den Aufwand in Personenmonaten (1 PM = Monatsarbeitszeit eines Vollzeitbeschäftigten).	Please estimate the effort in person months.	Veuillez estimer l'effort en mois-personnes.	Si prega di stimare l'impegno in persone-mesi.
text	/rdmo/question[121]/text[4]	Welcher Personalaufwand entsteht im Zusammenhang mit Langzeitarchivierung für dieses Projekt?	What are the personnel costs associated with long-term preservation for the project?	Quels sont les frais de personnel associés à la préservation à long terme du projet?	Qual è l'impegno personale richiesto per l'archiviazione a lungo termine in questo progetto?
verbose_name	/rdmo/question[121]/verbose_name[4]				
verbose_name_plural	/rdmo/question[121]/verbose_name_plural[4]				
help	/rdmo/question[122]/help[4]				
text	/rdmo/question[122]/text[4]	Wie werden die Kosten für das Datenmanagement im Projekt aufgebracht?	How will the data management costs of the project be covered?	Comment les coûts de gestion des données du projet seront-ils couverts?	Come verranno coperti i costi per la gestione dei dati?
verbose_name	/rdmo/question[122]/verbose_name[4]				
verbose_name_plural	/rdmo/question[122]/verbose_name_plural[4]				
help	/rdmo/question[123]/help[4]	Bitte schätzen sie die Kosten in **Euro**.	Please estimate the costs in **Euro**.	Veuillez estimer les coûts en **Euro**.	Si prega di riportare i costi stimati in **euro**.
text	/rdmo/question[123]/text[4]	Welche Sachkosten entstehen im Zusammenhang mit Langzeitarchivierung für dieses Projekt?	What is the amount of non-personnel-costs regarding long-term preservation for the project?	Quel est le montant des dépenses non liées au personnel concernant la préservation à long terme du projet?	A quanto ammontano i costi non personali per l'archiviazione a lungo termine in questo progetto?
verbose_name	/rdmo/question[123]/verbose_name[4]				
verbose_name_plural	/rdmo/question[123]/verbose_name_plural[4]				
