Name	Pfad	de	en	fr	it
help	/rdmo/question[86]/help	"Hierunter fallen laut DSGVO personenbezogene „Daten, aus denen die rassische und ethnische Herkunft, politische Meinungen, religiöse oder weltanschauliche Überzeugungen oder die Gewerkschaftszugehörigkeit hervorgehen, sowie die Verarbeitung von genetischen Daten, biometrischen Daten zur eindeutigen Identifizierung einer natürlichen Person, Gesundheitsdaten oder Daten zum Sexualleben oder der sexuellen Orientierung einer natürlichen Person“ <a href=""https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:32016R0679"" target=""_blank"">(Art. 9 DSGVO, Abs. 1)</a>.
Solche Daten gelten als besonders sensibel und erfordern noch strengere Schutzmaßnahmen, als bei personenbezogenen Daten generell bereits erforderlich sind. Wenn Sie diese Frage mit ""Ja"" beantworten, informieren Sie sich bei der/dem Datenschutzbeauftragten Ihrer Institution, welche zusätzlichen Schutzmaßnahmen notwendig sind.
* <a href=""https://dsb.ruhr-uni-bochum.de/"" target=""_blank"">Ruhr-Universität Bochum</a>
* <a href=""https://www.uni-due.de/verwaltung/organisation/just_datenschutz.php"" target=""_blank"">Universität Duisburg-Essen</a>
* <a href=""https://www.tu-dortmund.de/universitaet/organisation/beauftragte-vertrauenspersonen/#accordion-2213-764"" target=""_blank"">Technische Unversität Dortmund</a>
"	"These kinds of data are considered particularly sensitive and require even more extensive safeguards. If you answer this question with ""Yes"", please get in touch with the data protection officer of your institution to check which additional protection measures are necessary.
"	"Ces types de données sont considérés comme particulièrement sensibles et nécessitent des garanties encore plus étendues. Si vous répondez à cette question par ""Oui"", veuillez contacter le délégué à la protection des données de votre institution pour vérifier quelles mesures de protection supplémentaires sont nécessaires.
"	"Questi tipi di dati vengono considerati come particolarmente sensibili e necessitano delle misure di salvaguardia ancora più estese. Se la risposta a questa domanda è affermativa, si prega di contrattare il/la responsabile per la protezione dei dati nella vostra istituzione per verificare quali misure aggiuntive di protezione sono necessarie.
"
text	/rdmo/question[86]/text	Enthält der Datensatz personenbezogene Daten besonderer Kategorien?	Does the dataset contain information on racial and ethnic origin, political opinions, religious or philosophical beliefs, trade union membership, health or sex life?	Le jeu de données contient-il des informations sur l'origine raciale et ethnique, les opinions politiques, les croyances religieuses ou philosophiques, l'appartenance à un syndicat, la santé ou la vie sexuelle ?	La raccolta di dati contiene informazioni sull'identità razziale o etnica, sulle opnioni politiche, sulle convinzioni religiose o filosofiche, sull'appartenenza a un sindacato, sulla salute o sulle preferenze sessuali?
verbose_name	/rdmo/question[86]/verbose_name				
verbose_name_plural	/rdmo/question[86]/verbose_name_plural				
help	/rdmo/question[87]/help				
text	/rdmo/question[87]/text	Werden die Daten anonymisiert oder pseudonymisiert?	Will the data be anonymised or pseudonymised?	Les données seront-elles anonymisées ou pseudonymisées ?	I dati saranno anonimizzati o pseudonimizzati?
verbose_name	/rdmo/question[87]/verbose_name				
verbose_name_plural	/rdmo/question[87]/verbose_name_plural				
help	/rdmo/question[88]/help	"Grundsätzlich gilt, dass eine Erhebung, Verarbeitung, Archivierung und Veröffentlichung personenbezogener Daten nur zulässig ist, wenn eine entsprechende „informierte Einwilligung“ der Betroffenen vorliegt. Nur in ganz wenigen Ausnahmefällen wird diese nicht benötigt. Bitte informieren Sie sich ggf. bei der/dem Datenschutzbeauftragten Ihrer Institution über die notwendigen Bedingungen für die Einwilligung.
* <a href=""https://dsb.ruhr-uni-bochum.de/"" target=""_blank"">Ruhr-Universität Bochum</a>
* <a href=""https://www.uni-due.de/verwaltung/organisation/just_datenschutz.php"" target=""_blank"">Universität von Duisburg-Essen</a>
* <a	href=""https://www.tu-dortmund.de/universitaet/organisation/beauftragte-vertrauenspersonen/#accordion-2213-764"" target=""_blank"">Technische Unversität Dortmund</a>
"	"Basically, the collection, processing, archiving and publication of personal data is only admissible, when the “informed consent” of the person in question has been obtained.
		"	"Fondamentalement, la collecte, le traitement, l'archivage et la publication de données personnelles ne sont admissibles que lorsque le « consentement éclairé » de la personne en question a été obtenu.
"	"In linea di principio, la collezione, il trattamento, l'archiviazione e la pubblicazione di dati personali non sono consentiti, a meno che non sia stato ottenuto il ""consenso informato"" delle persone coinvolte.
"
text	/rdmo/question[88]/text	"In welchem Umfang wird die ""informierte Einwilligung"" der Betroffenen eingeholt?"	"To what extent is the ""informed consent"" obtained from the persons concerned?"	Dans quelle mesure le « consentement éclairé » des personnes concernées est-il obtenu ?	"In che misura viene richiesto un ""consenso informato"" delle persone coinvolte?"
verbose_name	/rdmo/question[88]/verbose_name				
verbose_name_plural	/rdmo/question[88]/verbose_name_plural				
help	/rdmo/question[89]/help				
text	/rdmo/question[89]/text	"Wenn keine ""informierte Einwilligung"" eingeholt wird, begründen Sie dies bitte."	"If no ""informed consent"" is obtained, please give the reasons for not doing so."	Si aucun « consentement éclairé » n'est obtenu, veuillez indiquer les raisons du refus.	Se non è necessario un “consenso informato”, si prega di indicare perché.
verbose_name	/rdmo/question[89]/verbose_name				
verbose_name_plural	/rdmo/question[89]/verbose_name_plural				
help	/rdmo/question[90]/help				
text	/rdmo/question[90]/text	"Wo und wie sind die ""informierten Einwilligungen"" abgelegt?"	"Where and how is the ""informed consent"" documented?"	Où et comment le « consentement éclairé » est-il documenté ?	"Dove e in che modo viene documentato il ""consenso informato""?"
verbose_name	/rdmo/question[90]/verbose_name				
verbose_name_plural	/rdmo/question[90]/verbose_name_plural				
help	/rdmo/question[91]/help				
text	/rdmo/question[91]/text	Bis wann werden die (unanonymisierten bzw. unpseudonymisierten) Originaldaten spätestens sicher vernichtet?	By when will the (unanonymised or unpseudonymised) original data be safely deleted?	D'ici quand les données originales (non anonymisées ou non pseudonymisées) seront-elles supprimées en toute sécurité ?	A che scadenza verranno eliminati in modo sicuro tutti i dati originali (non anonimizzati né pseudonimizzati)?
verbose_name	/rdmo/question[91]/verbose_name				
verbose_name_plural	/rdmo/question[91]/verbose_name_plural				
title	/rdmo/questionset[36]/title	Weitere sensible Daten	Other sensitive data	Autres données sensibles	Altri dati sensibili
help	/rdmo/questionset[36]/help				
verbose_name	/rdmo/questionset[36]/verbose_name	Datensatz	dataset	jeu de données	raccolta di dati
verbose_name_plural	/rdmo/questionset[36]/verbose_name_plural	Datensätze	datasets	jeux de données	raccolte di dati
help	/rdmo/question[92]/help	Beispiele hierfür sind etwa Daten, die Betriebs- oder Geschäftsgeheimnisse oder Ortsangaben zu bedrohten Tier- oder Pflanzenarten enthalten.	Examples are data that contain trade or business secrets or geoinformation on endangered species.	Des exemples sont des données qui contiennent des secrets industriels ou commerciaux, ou bien d'informations géographiques sur des espèces menacées.	Ad esempio dati che contengono segreti industriali o commerciali, o anche informazioni geografiche su specie minacciate.
text	/rdmo/question[92]/text	Enthält dieser Datensatz nicht-personenbezogene sensible Daten?	Does this dataset contain sensitive data other than personal data?	Ce jeu de données contient-il des données sensibles autres que des données personnelles ?	Questa raccolta di dati contiene altri dati sensibili che non sono dati personali?
verbose_name	/rdmo/question[92]/verbose_name				
verbose_name_plural	/rdmo/question[92]/verbose_name_plural				
help	/rdmo/question[93]/help				
text	/rdmo/question[93]/text	Wenn ja, um welche nicht personenbezogenen sensiblen Daten handelt es sich?	If yes, please describe the non-personal sensitive data used in the project.	Si oui, veuillez décrire les données sensibles non personnelles utilisées dans le projet.	In caso affermativo, di quali dati sensibili non personali si tratta?
verbose_name	/rdmo/question[93]/verbose_name				
verbose_name_plural	/rdmo/question[93]/verbose_name_plural				
title	/rdmo/questionset[37]/title	Sensible Daten Kosten	Sensitive data costs	Coûts des données sensibles	Costi per i dati sensibili
help	/rdmo/questionset[37]/help				
verbose_name	/rdmo/questionset[37]/verbose_name				
verbose_name_plural	/rdmo/questionset[37]/verbose_name_plural				
help	/rdmo/question[94]/help	Bitte schätzen Sie den Aufwand in Personenmonaten (1 PM = Monatsarbeitszeit eines Vollzeitbeschäftigten).	Please estimate the effort in person months.	Veuillez estimer l'effort en mois-personnes.	Si prega di stimare l'impegno in persone-mesi.
text	/rdmo/question[94]/text	Welcher Personalaufwand entsteht für die Anonymisierung von sensiblen Daten im Projekt?	What are the personnel costs associated with the anonymization of sensitive data in the project?	Quels sont les frais de personnel liés à l'anonymisation des données sensibles dans le projet ?	Quali sono i costi per il personale connessi all’anonimizzazione dei dati sensibili nel progetto?
verbose_name	/rdmo/question[94]/verbose_name				
verbose_name_plural	/rdmo/question[94]/verbose_name_plural				
help	/rdmo/question[95]/help	Bitte schätzen Sie die Kosten in **Euro**.	Please estimate the costs in **Euro**.	Veuillez estimer les coûts en **Euro**.	Si prega di stimare i costi in **euro**.
text	/rdmo/question[95]/text	Welche Sachkosten entstehen im Zusammenhang mit der Anonymisierung von sensiblen Daten im Projekt?	What is the amount of non-personnel-costs associated with the anonymization of sensitive data in the project?	Quel est le montant des coûts non liés au personnel associés à l'anonymisation des données sensibles dans le projet ?	Quali sono i costi materiali connessi all’anonimizzazione dei dati sensibili nel progetto?
verbose_name	/rdmo/question[95]/verbose_name				
verbose_name_plural	/rdmo/question[95]/verbose_name_plural				
help	/rdmo/question[96]/help	Bitte schätzen Sie den Aufwand in Personenmonaten (1 PM = Monatsarbeitszeit eines Vollzeitbeschäftigten).	Please estimate the effort in person months.	Veuillez estimer l'effort en mois-personne.	Si prega di stimare l'impegno in persone-mesi.
text	/rdmo/question[96]/text	Welcher Personalaufwand entsteht im Zusammenhang mit weiteren (nicht-technischen) Sicherheitsmaßnahmen für sensible Daten im Projekt?	What are the personnel costs associated with other (non-technical) security measures for sensitive data in the project?	Quels sont les coûts de personnel associés aux autres mesures de sécurité (non techniques) pour les données sensibles du projet ?	Quali sono i costi per il personale dovuti ad altre misure di sicurezza (non tecniche) per i dati sensibili nel progetto?
verbose_name	/rdmo/question[96]/verbose_name				
verbose_name_plural	/rdmo/question[96]/verbose_name_plural				
help	/rdmo/question[97]/help	Bitte schätzen Sie die Kosten in **Euro**.	Please estimate the costs in **Euro**.	Veuillez estimer les coûts en **Euro**.	Si prega di stimare i costi in **euro**.
text	/rdmo/question[97]/text	Wie hoch sind die weiteren Sachkosten für weitere (nicht-technische) Sicherheitsmaßnahmen für sensible Daten im Projekt?	What is the amount of non-personnel-costs for other (non-technical) security measures for sensitive data in the project?	Quel est le montant des dépenses non liées au personnel pour d'autres mesures de sécurité (non techniques) pour les données sensibles du projet ?	Quali sono i costi materiali dovuti ad altre misure di sicurezza (non tecniche) per i dati sensibili nel progetto?
verbose_name	/rdmo/question[97]/verbose_name				
verbose_name_plural	/rdmo/question[97]/verbose_name_plural				
title	/rdmo/questionset[38]/title	Offizielle Genehmigung	Official approval	Approbation officielle	Approvazione ufficiale
help	/rdmo/questionset[38]/help				
verbose_name	/rdmo/questionset[38]/verbose_name				
verbose_name_plural	/rdmo/questionset[38]/verbose_name_plural				
help	/rdmo/question[98]/help				
text	/rdmo/question[98]/text	Wurde das Forschungsvorhaben von einer Ethikkommission begutachtet?	Has the project been approved by a research ethics committee?	Le projet a-t-il été approuvé par un comité d'éthique de la recherche ?	Il progetto è stato approvato da un comitato per l'etica nella ricerca?
verbose_name	/rdmo/question[98]/verbose_name				
verbose_name_plural	/rdmo/question[98]/verbose_name_plural				
help	/rdmo/question[99]/help				
text	/rdmo/question[99]/text	Wird für das Forschungsvorhaben eine offizielle Genehmigung benötigt?	Is a legal approval / permit needed for the research?	Une autorisation ou un permis statutaire est-il nécessaire pour la recherche ?	Il progetto necessita un’autorizzazione ufficiale?
verbose_name	/rdmo/question[99]/verbose_name				
verbose_name_plural	/rdmo/question[99]/verbose_name_plural				
help	/rdmo/question[100]/help				
text	/rdmo/question[100]/text	Wenn ja, um welche Genehmigung handelt es sich?	If yes, which permit?	Si oui, quel permis ?	In caso affermativo, che tipo di permesso?
verbose_name	/rdmo/question[100]/verbose_name				
verbose_name_plural	/rdmo/question[100]/verbose_name_plural				
help	/rdmo/question[101]/help				
text	/rdmo/question[101]/text	Wenn ja, welche ist die ausstellende Behörde?	If yes, which is the responsible agency?	Si oui, quelle est l'agence responsable ?	In caso affermativo, qual è l’ufficio responsabile?
verbose_name	/rdmo/question[101]/verbose_name				
verbose_name_plural	/rdmo/question[101]/verbose_name_plural				
help	/rdmo/question[102]/help				
text	/rdmo/question[102]/text	Wird eine Datenzugangs-Kommission benötigt, die bei Zugriffsanfragen auf vom Projekt veröffentlichte Daten entscheidet, ob Zugang gewährt wird oder nicht?	Is a data access committee needed to handle access requests to the published data of the project?	Un comité d'accès aux données est-il nécessaire pour traiter les demandes d'accès aux données publiées du projet ?	È necessario un comitato di accesso ai dati per gestire gli accessi ai dati pubblicati nel corso del progetto?
verbose_name	/rdmo/question[102]/verbose_name				
verbose_name_plural	/rdmo/question[102]/verbose_name_plural				
title	/rdmo/questionset[39]/title	Urheber- oder verwandte Schutzrechte I	Intellectual property rights I	Droits de propriété intellectuelle I	Diritti di proprietà intellettuale I
help	/rdmo/questionset[39]/help				
verbose_name	/rdmo/questionset[39]/verbose_name				
verbose_name_plural	/rdmo/questionset[39]/verbose_name_plural				
help	/rdmo/question[103]/help	"Daten oder Software können Urheber- oder anderen Schutzrechten unterliegen. Die Rechtslage kann selbst in der EU von Land zu Land erheblich abweichen.
In Deutschland sind nach dem Urheberrechtsgesetz (UrhG) Werke der Literatur, Wissenschaft und Kunst, die eine „persönliche geistige Schöpfung“ darstellen, urheberrechtlich geschützt.
Der urheberrechtliche Schutz erlischt 70 Jahre nach dem Tod der bzw. des Urheberin/s. Reine Daten, z.B. Messdaten oder Surveydaten, aber auch Metadaten (bis auf ggf. „beschreibende“ Metadaten) sind hingegen nicht schutzfähig.
In § 2 nennt das UrhG folgende geschützte Werkarten, wobei die Aufzählung nicht abschließend ist: * Sprachwerke, wie Schriftwerke, Reden und Computerprogramme * Werke der Musik * pantomimische Werke einschließlich Werke der Tanzkunst * Werke der bildenden Künste einschließlich der Werke der Baukunst und der angewandten Kunst und Entwürfe solcher Werke * Lichtbildwerke einschließlich der Werke, die ähnlich wie Lichtbildwerke geschaffen werden * Darstellungen wissenschaftlicher oder technischer Art wie Zeichnungen, Pläne, Karten, Skizzen, Tabellen und plastische Darstellungen.
Nach § 3 sind auch „Übersetzungen und andere Bearbeitungen“ von Werken geschützt, die persönliche geistige Schöpfungen des Bearbeiters sind“.
Schließlich sind nach § 4 auch Sammelwerke und Datenbankwerke geschützt, was im Bereich Forschungsdaten durchaus relevant sein kann. Sammelwerke werden dabei definiert als „Sammlungen von Werken, Daten oder anderen unabhängigen Elementen, die aufgrund der Auswahl oder Anordnung der Elemente eine persönliche geistige Schöpfung sind“.
Bei einem „Datenbankwerk im Sinne des Gesetzes“ handelt es sich um ein „Sammelwerk, dessen Elemente systematisch oder methodisch angeordnet und einzeln mit Hilfe elektronischer Mittel oder auf andere Weise zugänglich sind“.
Weitere relevante Schutzrechte können gewerbliche Schutzrechte wie Patente, Gebrauchsmuster, Sortenschutz [bei Pflanzenzüchtungen], Halbleiterschutz, Marken, geographische Herkunftsangaben, eingetragene Designs oder geschäftliche Bezeichnungen sein.
"	"Data or software can be subject to intellectual or industrial property rights. Applicable laws differ broadly even within EU.
		"	"Les données ou logiciels peuvent être soumis à des droits de propriété intellectuelle ou industrielle. Les lois applicables diffèrent largement, même au sein de l'UE.
"	"I dati o il software possono sottostare a diritti di proprietà intellettuale o industriale. Le leggi applicabili sono molto discordanti da paese a paese, perfino all’interno dell’UE.
"
text	/rdmo/question[103]/text	Werden Daten genutzt und/oder erstellt, die durch Urheber- oder verwandte Schutzrechte geschützt sind?	Does the project use and/or produce data that is protected by intellectual or industrial property rights?	Le projet utilise-t-il et/ou produit-il des données protégées par des droits de propriété intellectuelle ou industrielle ?	Il progetto utilizza e/o produce dati coperti da diritti di proprietà intellettuale o industriale?
verbose_name	/rdmo/question[103]/verbose_name				
verbose_name_plural	/rdmo/question[103]/verbose_name_plural				
title	/rdmo/questionset[40]/title	Urheber- oder verwandte Schutzrechte II	Intellectual property rights II	Droits de propriété intellectuelle II	Diritti di proprietà intellettuale II
help	/rdmo/questionset[40]/help				
verbose_name	/rdmo/questionset[40]/verbose_name	Datensatz	dataset	jeu de données	raccolta di dati
verbose_name_plural	/rdmo/questionset[40]/verbose_name_plural	Datensätze	datasets	jeux de données	raccolte di dati
help	/rdmo/question[104]/help				
text	/rdmo/question[104]/text	Be- oder entstehen an diesem Datensatz Urheberrechte?	Does copyright law apply to this dataset?	La loi sur le droit d'auteur s'applique-t-elle à ce jeu de données ?	È applicabile la legge sul diritto d'autore a questa raccolta di dati?
verbose_name	/rdmo/question[104]/verbose_name				
verbose_name_plural	/rdmo/question[104]/verbose_name_plural				
help	/rdmo/question[105]/help				
text	/rdmo/question[105]/text	Be- oder entstehen an diesem Datensatz andere Schutzrechte?	Do other intellectual property rights apply to this dataset?	D'autres droits de propriété intellectuelle s'appliquent-ils à ce jeu de données ?	Sono applicabili altri diritti di proprietà intellettuale a questa raccolta di dati?
verbose_name	/rdmo/question[105]/verbose_name				
verbose_name_plural	/rdmo/question[105]/verbose_name_plural				
help	/rdmo/question[106]/help				
text	/rdmo/question[106]/text	Wurde der/die Rechteinhaber/in recherchiert?	Was investigated who the rights owner is?	A-t-on enquêté sur l'identité du titulaire des droits ?	È stato individuato il titolare dei diritti?
verbose_name	/rdmo/question[106]/verbose_name				
verbose_name_plural	/rdmo/question[106]/verbose_name_plural				
title	/rdmo/questionset[41]/title	Urheber- oder verwandte Schutzrechte Kosten	Intellectual property rights costs	Coûts des droits de propriété intellectuelle	Costi per i diritti di proprietà intellettuale
help	/rdmo/questionset[41]/help				
verbose_name	/rdmo/questionset[41]/verbose_name				
verbose_name_plural	/rdmo/questionset[41]/verbose_name_plural				
help	/rdmo/question[107]/help	Bitte schätzen Sie den Aufwand in Personenmonaten (1 PM = Monatsarbeitszeit eines Vollzeitbeschäftigten).	Please estimate the effort in person months.	Veuillez estimer l'effort en mois-personne.	Si prega di stimare l'impegno in persone-mesi.
text	/rdmo/question[107]/text	Welcher Personalaufwand entsteht im Zusammenhang mit Urheber- oder verwandten Schutzrechten im Projekt?	What are the personnel costs associated with intellectual property rights in the project?	Quels sont les frais de personnel associés aux droits de propriété intellectuelle du projet ?	Quali sono i costi per il personale connessi alla salvaguardia dei diritti di proprietà intellettuale nel progetto?
verbose_name	/rdmo/question[107]/verbose_name				
verbose_name_plural	/rdmo/question[107]/verbose_name_plural				
help	/rdmo/question[108]/help	Bitte schätzen Sie die Kosten in **Euro**.	Please estimate the costs in **Euro**.	Veuillez estimer les coûts en **Euro**.	Si prega di stimare i costi in **euro**.
text	/rdmo/question[108]/text	Welche Sachkosten entstehen im Zusammenhang mit Urheber- und verwandten Schutzrechten im Projekt?	What is the amount of non-personnel-costs regarding intellectual property rights in the project?	Quel est le montant des dépenses non liées au personnel concernant les droits de propriété intellectuelle du projet ?	Quali sono i costi materiali connessi alla salvaguardia dei diritti di proprietà intellettuale nel progetto?
verbose_name	/rdmo/question[108]/verbose_name				
verbose_name_plural	/rdmo/question[108]/verbose_name_plural				
title	/rdmo/section[7]/title	Speicherung und Langzeitarchivierung	Storage and long-term preservation	Stockage et conservation à long terme	Salvataggio e archiviazione a lungo termine
help	/rdmo/questionset[42]/help				
title	/rdmo/questionset[42]/title	Auswahl	Selection	Sélection	Selezione
verbose_name	/rdmo/questionset[42]/verbose_name				
verbose_name_plural	/rdmo/questionset[42]/verbose_name_plural				
help	/rdmo/question[109]/help	Beispiele: die Daten sind Grundlage einer Publikation, für Nachnutzung, rechtliche oder vertragliche Auflagen, Dokumentation (gesellschaftlich oder politisch relevant)	Examples: data are a basis for a publication, for re-use, legal or contractual conditions, documentation (socially or politically relevant)	Exemples : les données constituent la base pour une publication ; pour la réutilisation ; pour des conditions légales où contractuelles ; pour la documentation (rélevance societaire ou politique)	Esempi: i dati sono alla base di una pubblicazione; per il riutilizzo; per via di condizioni legali o contrattuali; per obbligo di documentazione (rilevanza sociale o politica)
text	/rdmo/question[109]/text	Auf Basis welcher Kriterien / Regeln werden die Daten zur Archivierung (nach Projektende) ausgesucht?	What are the criteria / rules for the selection of the data to be archived (after the end of the project)?	Quels sont les critères / règles de sélection des données à archiver (après la fin du projet) ?	Quali criteri / regole vengono applicati per la selezione dei dati da archiviare?
verbose_name	/rdmo/question[109]/verbose_name				
verbose_name_plural	/rdmo/question[109]/verbose_name_plural				
help	/rdmo/question[110]/help				
text	/rdmo/question[110]/text	Durch wen erfolgt die Auswahl?	Who selects the data to be archived?	Qui sélectionne les données à archiver ?	Chi seleziona i dati che devono essere archiviati?
verbose_name	/rdmo/question[110]/verbose_name				
verbose_name_plural	/rdmo/question[110]/verbose_name_plural				
help	/rdmo/questionset[43]/help				
title	/rdmo/questionset[43]/title	Langzeitarchivierung	Long-term preservation	Conservation à long terme	Archiviazione a lungo termine
verbose_name	/rdmo/questionset[43]/verbose_name	Datensatz	dataset	jeu de données	raccolta di dati
verbose_name_plural	/rdmo/questionset[43]/verbose_name_plural	Datensätze	datasets	jeux de données	raccolte di dati
help	/rdmo/question[111]/help				
text	/rdmo/question[111]/text	Muss dieser Datensatz langfristig aufbewahrt werden?	Does this dataset have to be preserved for the long-term?	Ce jeu de données doit-il être conservé à long terme ?	Questa raccolta di dati dev'essere conservata sul lungo periodo?
verbose_name	/rdmo/question[111]/verbose_name				
verbose_name_plural	/rdmo/question[111]/verbose_name_plural				
help	/rdmo/question[112]/help				
text	/rdmo/question[112]/text	Aus welchen Gründen müssen die Daten langfristig aufbewahrt werden?	What are the reasons this dataset has to be preserved for the long-term?	Quelles sont les raisons pour lesquelles ce jeu de données doit être préservé à long terme ?	Per quali motivi questa raccolta di dati dev'essere conservata sul lungo periodo?
verbose_name	/rdmo/question[112]/verbose_name				
verbose_name_plural	/rdmo/question[112]/verbose_name_plural				
help	/rdmo/question[113]/help				
text	/rdmo/question[113]/text	Wie lange müssen die Daten aufbewahrt werden?	How long will the data be stored?	Combien de temps les données seront-elles stockées ?	Per quanto tempo verranno conservati i dati?
verbose_name	/rdmo/question[113]/verbose_name				
verbose_name_plural	/rdmo/question[113]/verbose_name_plural				
help	/rdmo/question[114]/help				
text	/rdmo/question[114]/text	Wie lang sollen die Daten nach Projektende (nach)nutzbar sein?	How long is it intended that the data remains re-usable?	Combien de temps faut-il pour que les données restent réutilisables  ?	Per quanto tempo devono rimanere utilizzabili i dati dopo la fine del progetto?
verbose_name	/rdmo/question[114]/verbose_name				
verbose_name_plural	/rdmo/question[114]/verbose_name_plural				
help	/rdmo/question[115]/help				
text	/rdmo/question[115]/text	Wo werden die Daten (einschließlich Metadaten, Dokumentation und ggf. relevantem Code bzw. relevanter Software) nach Projektende gespeichert bzw. archiviert?	Where will the data (including metadata, documentation and, if applicable, relevant code) be stored or archived after the end of the project?	Où les données (y compris les métadonnées, la documentation et, le cas échéant, le code pertinent) seront-elles stockées ou archivées après la fin du projet ?	Dove vengono immagazzinati o archiviati i dati (compresi i metadati, la documentazione e il relativo codice software, se pertinente) dopo la fine del progetto?
verbose_name	/rdmo/question[115]/verbose_name				
verbose_name_plural	/rdmo/question[115]/verbose_name_plural				
help	/rdmo/question[116]/help	Wurde der Datensatz an mehreren Orten archiviert, kann die Frage bejaht werden, wenn dies auf mindestens eine der Optionen zutrifft.	If the dataset is archived at several places, you may answer this question with yes, if this applies to at least one of these.	Dans le cas où le jeu de données est archivé en plusieurs endroits, la question a une réponse affirmative, pourvu que cela s’applique au moins à l’un d’eux.	Nel caso in cui i dati siano immagazzinati in più luoghi, la risposta è affermativa, purché valga almeno per uno di essi.
text	/rdmo/question[116]/text	Handelt es sich dabei um ein zertifiziertes Repositorium oder Datenzentrum (z.B. durch das Data Seal of Approval, nestor-Siegel oder ISO 16363)?	Is the repository or data centre chosen certified (e.g. Data Seal of Approval, nestor Seal or ISO 16363)? (If the dataset is archived at several places, you may answer this question with yes, if this applies to at least one of these.)	Le référentiel ou le centre de données choisi est-il certifié (par exemple, Data Seal of Approval, nestor Seal ou ISO 16363) ? (Si le jeu de données est archivé à plusieurs endroits, vous pouvez répondre à cette question par oui, si cela s'applique à au moins l'un d'entre eux.)	Il repositorio o centro di calcolo possiede una certificazione (per esempio Data Seal of Approval, certificazione Nestor o ISO 16363)?
verbose_name	/rdmo/question[116]/verbose_name				
verbose_name_plural	/rdmo/question[116]/verbose_name_plural				
help	/rdmo/question[117]/help	(Diese Frage stammt ursprünglich aus dem Horizon 2020 FAIR Datenmanagementplan.)	(original question from Horizon 2020 FAIR Data Management Plan)	(question originaire du FAIR DMP de Horizon 2020)	(domanda originale dal FAIR DMP di Horizon 2020)
text	/rdmo/question[117]/text	Wurde mit dem Repositorium oder Datenzentrum bereits angemessene Archivierungslösungen besprochen?	Have you explored appropriate arrangements with the identified repository?	Avez-vous exploré les dispositions appropriées avec le référentiel identifié ?	Sono già stati presi accordi con il repositorio scelto?
verbose_name	/rdmo/question[117]/verbose_name				
verbose_name_plural	/rdmo/question[117]/verbose_name_plural				
help	/rdmo/question[118]/help				
text	/rdmo/question[118]/text	Sollen die Daten erst nach Ablauf einer Sperrfrist zugänglich gemacht werden?	Shall there be an embargo period before the data are made available?	Y aura-t-il une période d'embargo avant la mise à disposition des données ?	È previsto un periodo di embargo prima di rendere accessibili i dati?
verbose_name	/rdmo/question[118]/verbose_name				
verbose_name_plural	/rdmo/question[118]/verbose_name_plural				
help	/rdmo/question[119]/help				
text	/rdmo/question[119]/text	Wie wird die Identität von Personen, die auf die Daten zugreifen, verifiziert?	How will the identity of the person accessing the data will be ascertained?	Comment l'identité de la personne accédant aux données sera-t-elle vérifiée ?	In che modo è possibile verificare l'identità degli utenti che accedono ai dati?
verbose_name	/rdmo/question[119]/verbose_name				
verbose_name_plural	/rdmo/question[119]/verbose_name_plural				
help	/rdmo/question[120]/help				
text	/rdmo/question[120]/text	Wann werden die Daten archiviert?	By when will the data be archived?	D'ici quand les données seront-elles archivées ?	Quando verranno archiviati i dati?
verbose_name	/rdmo/question[120]/verbose_name				
verbose_name_plural	/rdmo/question[120]/verbose_name_plural				
help	/rdmo/questionset[44]/help				
title	/rdmo/questionset[44]/title	Langzeitarchivierungskosten	Long-term preservation costs	Coûts de conservation à long terme	Costi per l'archiviazione a lungo termine
verbose_name	/rdmo/questionset[44]/verbose_name				
verbose_name_plural	/rdmo/questionset[44]/verbose_name_plural				
help	/rdmo/question[121]/help	Bitte schätzen Sie den Aufwand in Personenmonaten (1 PM = Monatsarbeitszeit eines Vollzeitbeschäftigten).	Please estimate the effort in person months.	Veuillez estimer l'effort en mois-personnes.	Si prega di stimare l'impegno in persone-mesi.
text	/rdmo/question[121]/text	Welcher Personalaufwand entsteht im Zusammenhang mit Langzeitarchivierung für dieses Projekt?	What are the personnel costs associated with long-term preservation for the project?	Quels sont les frais de personnel associés à la préservation à long terme du projet ?	Qual è l'impegno personale richiesto per l'archiviazione a lungo termine in questo progetto?
verbose_name	/rdmo/question[121]/verbose_name				
verbose_name_plural	/rdmo/question[121]/verbose_name_plural				
help	/rdmo/question[122]/help				
text	/rdmo/question[122]/text	Wie werden die Kosten für das Datenmanagement im Projekt aufgebracht?	How will the data management costs of the project be covered?	Comment les coûts de gestion des données du projet seront-ils couverts ?	Come verranno coperti i costi per la gestione dei dati?
verbose_name	/rdmo/question[122]/verbose_name				
verbose_name_plural	/rdmo/question[122]/verbose_name_plural				
help	/rdmo/question[123]/help	Bitte schätzen Sie die Kosten in **Euro**.	Please estimate the costs in **Euro**.	Veuillez estimer les coûts en **Euro**.	Si prega di stimare i costi in **euro**.
